font,filename,relative_path,white_ratio,dark_ratio,border_mean,border_dark_ratio,reason
ZhaomfBF,岡.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/岡.png,0.228645,0.623112,136.800217,0.464286,low_white_high_dark;dark_border_low_white
ZhaomfBF,川.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/川.png,0.100651,0.841946,139.734375,0.453125,low_white_high_dark;dark_border_low_white
ZhaomfBF,川1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/川1.png,0.133395,0.804762,141.960938,0.444196,low_white_high_dark;dark_border_low_white
ZhaomfBF,師.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/師.png,0.270249,0.620705,155.816971,0.389509,low_white_high_dark;dark_border_low_white
ZhaomfBF,年.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/年.png,0.173719,0.747419,146.613846,0.426339,low_white_high_dark;dark_border_low_white
ZhaomfBF,并.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/并.png,0.147874,0.772297,144.352676,0.435268,low_white_high_dark;dark_border_low_white
ZhaomfBF,幽.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/幽.png,0.157207,0.709428,138.417404,0.457589,low_white_high_dark;dark_border_low_white
ZhaomfBF,序.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/序.png,0.163360,0.743279,145.376114,0.430804,low_white_high_dark;dark_border_low_white
ZhaomfBF,度.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/度.png,0.093984,0.781140,131.687500,0.484375,low_white_high_dark;dark_border_low_white
ZhaomfBF,延.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/延.png,0.187834,0.710952,142.167404,0.444196,low_white_high_dark;dark_border_low_white
ZhaomfBF,往.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/往.png,0.260443,0.637606,143.113846,0.439732,low_white_high_dark;dark_border_low_white
ZhaomfBF,從.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/從.png,0.097128,0.807612,135.164062,0.470982,low_white_high_dark;dark_border_low_white
ZhaomfBF,微.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/微.png,0.181940,0.701600,135.181915,0.470982,low_white_high_dark;dark_border_low_white
ZhaomfBF,忘.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/忘.png,0.114248,0.758032,129.705353,0.491071,low_white_high_dark;dark_border_low_white
ZhaomfBF,忽.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/忽.png,0.251106,0.639120,150.421875,0.410714,low_white_high_dark;dark_border_low_white
ZhaomfBF,忽1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/忽1.png,0.230030,0.632105,136.052460,0.467634,low_white_high_dark;dark_border_low_white
ZhaomfBF,怨.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/怨.png,0.085479,0.740399,83.879463,1.000000,low_white_high_dark;dark_border_low_white
ZhaomfBF,恨.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/恨.png,0.249288,0.635657,146.606033,0.426339,low_white_high_dark;dark_border_low_white
ZhaomfBF,悵.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/悵.png,0.217016,0.637267,142.924103,0.439732,low_white_high_dark;dark_border_low_white
ZhaomfBF,情.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/情.png,0.149853,0.735606,134.446426,0.473214,low_white_high_dark;dark_border_low_white
ZhaomfBF,愛.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/愛.png,0.093356,0.764265,60.274555,1.000000,low_white_high_dark;dark_border_low_white
ZhaomfBF,感.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/感.png,0.169199,0.696254,136.974335,0.464286,low_white_high_dark;dark_border_low_white
ZhaomfBF,我.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/我.png,0.156728,0.729502,133.941971,0.475446,low_white_high_dark;dark_border_low_white
ZhaomfBF,拾.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/拾.png,0.237898,0.652613,148.742188,0.417411,low_white_high_dark;dark_border_low_white
ZhaomfBF,接.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/接.png,0.200195,0.661457,142.382812,0.441964,low_white_high_dark;dark_border_low_white
ZhaomfBF,掩.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/掩.png,0.211695,0.639145,140.620529,0.448661,low_white_high_dark;dark_border_low_white
ZhaomfBF,收.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/收.png,0.304269,0.599903,151.005585,0.408482,low_white_high_dark;dark_border_low_white
ZhaomfBF,文.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/文.png,0.139165,0.781300,139.415176,0.454241,low_white_high_dark;dark_border_low_white
ZhaomfBF,斯.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/斯.png,0.193534,0.692313,147.512283,0.421875,low_white_high_dark;dark_border_low_white
ZhaomfBF,斯1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/斯1.png,0.218157,0.669892,147.351562,0.422991,low_white_high_dark;dark_border_low_white
ZhaomfBF,於.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/於.png,0.140346,0.752307,141.396210,0.446429,low_white_high_dark;dark_border_low_white
ZhaomfBF,於1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/於1.png,0.108329,0.797079,131.861603,0.484375,low_white_high_dark;dark_border_low_white
ZhaomfBF,是.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/是.png,0.325514,0.581947,157.071426,0.385045,low_white_high_dark;dark_border_low_white
ZhaomfBF,是1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/是1.png,0.091722,0.778016,130.018967,0.491071,low_white_high_dark;dark_border_low_white
ZhaomfBF,曰.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/曰.png,0.217021,0.722681,149.243301,0.415179,low_white_high_dark;dark_border_low_white
ZhaomfBF,曰1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/曰1.png,0.224300,0.702961,150.095978,0.412946,low_white_high_dark;dark_border_low_white
ZhaomfBF,有.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/有.png,0.086834,0.793213,131.580353,0.484375,low_white_high_dark;dark_border_low_white
ZhaomfBF,朝.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/朝.png,0.111747,0.719856,131.664062,0.484375,low_white_high_dark;dark_border_low_white
ZhaomfBF,期.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/期.png,0.138672,0.708073,137.462051,0.462054,low_white_high_dark;dark_border_low_white
ZhaomfBF,未.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/未.png,0.066551,0.877481,134.657928,0.472656,low_white_high_dark;dark_border_low_white
ZhaomfBF,朱.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/朱.png,0.203344,0.684894,137.025665,0.463170,low_white_high_dark;dark_border_low_white
ZhaomfBF,東.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/東.png,0.083905,0.801314,128.600449,0.496652,low_white_high_dark;dark_border_low_white
ZhaomfBF,楚.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/楚.png,0.045385,0.808404,129.964279,0.491071,low_white_high_dark;dark_border_low_white
ZhaomfBF,榖.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/榖.png,0.205566,0.673031,141.910721,0.444196,low_white_high_dark;dark_border_low_white
ZhaomfBF,歌.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/歌.png,0.235740,0.644775,149.218750,0.415179,low_white_high_dark;dark_border_low_white
ZhaomfBF,歎.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/歎.png,0.129584,0.718939,134.236603,0.474330,low_white_high_dark;dark_border_low_white
ZhaomfBF,歸.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/歸.png,0.298016,0.586491,158.073654,0.381696,low_white_high_dark;dark_border_low_white
ZhaomfBF,氣.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/氣.png,0.084348,0.764913,126.994423,0.495536,low_white_high_dark;dark_border_low_white
ZhaomfBF,水.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/水.png,0.193743,0.739502,149.948654,0.412946,low_white_high_dark;dark_border_low_white
ZhaomfBF,江.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/江.png,0.276028,0.646380,153.234375,0.399554,low_white_high_dark;dark_border_low_white
ZhaomfBF,泛.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/泛.png,0.147047,0.723573,131.897324,0.484375,low_white_high_dark;dark_border_low_white
ZhaomfBF,波.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/波.png,0.283955,0.616071,148.397324,0.419643,low_white_high_dark;dark_border_low_white
ZhaomfBF,波1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/波1.png,0.212796,0.689219,150.847092,0.409598,low_white_high_dark;dark_border_low_white
ZhaomfBF,洛.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/洛.png,0.306152,0.581553,156.694748,0.397321,low_white_high_dark;dark_border_low_white
ZhaomfBF,洛1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/洛1.png,0.282939,0.605050,154.531250,0.395089,low_white_high_dark;dark_border_low_white
ZhaomfBF,流.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/流.png,0.142209,0.739308,140.787949,0.448661,low_white_high_dark;dark_border_low_white
ZhaomfBF,流1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/流1.png,0.217734,0.687266,152.522324,0.401786,low_white_high_dark;dark_border_low_white
ZhaomfBF,涕.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/涕.png,0.224614,0.627501,140.315842,0.450893,low_white_high_dark;dark_border_low_white
ZhaomfBF,淚.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/淚.png,0.171028,0.715895,143.437500,0.438616,low_white_high_dark;dark_border_low_white
ZhaomfBF,清.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/清.png,0.238246,0.630750,148.174667,0.419643,low_white_high_dark;dark_border_low_white
ZhaomfBF,湘.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/湘.png,0.120710,0.750992,135.593750,0.468750,low_white_high_dark;dark_border_low_white
ZhaomfBF,漢.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/漢.png,0.090686,0.783009,133.046875,0.479911,low_white_high_dark;dark_border_low_white
ZhaomfBF,濟.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/濟.png,0.248854,0.662872,157.696426,0.381696,low_white_high_dark;dark_border_low_white
ZhaomfBF,為.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/為.png,0.212253,0.652269,141.138397,0.446429,low_white_high_dark;dark_border_low_white
ZhaomfBF,無.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/無.png,0.249885,0.630550,148.350449,0.419643,low_white_high_dark;dark_border_low_white
ZhaomfBF,無1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/無1.png,0.256701,0.628503,149.850449,0.412946,low_white_high_dark;dark_border_low_white
ZhaomfBF,煩.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/煩.png,0.250777,0.609505,145.694199,0.429688,low_white_high_dark;dark_border_low_white
ZhaomfBF,爪.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/爪.png,0.294822,0.631338,155.338165,0.391741,low_white_high_dark;dark_border_low_white
ZhaomfBF,牛.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/牛.png,0.097527,0.803711,132.837051,0.479911,low_white_high_dark;dark_border_low_white
ZhaomfBF,猗.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/猗.png,0.122843,0.726044,135.253342,0.470982,low_white_high_dark;dark_border_low_white
ZhaomfBF,献.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/献.png,0.291335,0.589899,145.343750,0.430804,low_white_high_dark;dark_border_low_white
ZhaomfBF,玉.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/玉.png,0.175193,0.734260,143.302460,0.438616,low_white_high_dark;dark_border_low_white
ZhaomfBF,玉1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/玉1.png,0.230264,0.700345,148.939728,0.417411,low_white_high_dark;dark_border_low_white
ZhaomfBF,王.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/王.png,0.122588,0.805370,137.020096,0.464286,low_white_high_dark;dark_border_low_white
ZhaomfBF,王1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/王1.png,0.243403,0.672039,136.513397,0.466518,low_white_high_dark;dark_border_low_white
ZhaomfBF,珠.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/珠.png,0.127516,0.745037,139.189178,0.455357,low_white_high_dark;dark_border_low_white
ZhaomfBF,生.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/生.png,0.148099,0.766372,110.540176,0.748884,low_white_high_dark;dark_border_low_white
ZhaomfBF,盛.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/盛.png,0.174929,0.709941,140.707596,0.448661,low_white_high_dark;dark_border_low_white
ZhaomfBF,神.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/神.png,0.247584,0.654820,148.678574,0.417411,low_white_high_dark;dark_border_low_white
ZhaomfBF,神1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/神1.png,0.055176,0.838718,130.631699,0.488839,low_white_high_dark;dark_border_low_white
ZhaomfBF,神2.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/神2.png,0.207216,0.683952,140.357147,0.450893,low_white_high_dark;dark_border_low_white
ZhaomfBF,禽.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/禽.png,0.233951,0.658457,150.883926,0.408482,low_white_high_dark;dark_border_low_white
ZhaomfBF,秷.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/秷.png,0.140032,0.698033,132.988846,0.479911,low_white_high_dark;dark_border_low_white
ZhaomfBF,精.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/精.png,0.118956,0.733383,136.623322,0.465402,low_white_high_dark;dark_border_low_white
ZhaomfBF,綱.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/綱.png,0.232561,0.610526,141.754471,0.444196,low_white_high_dark;dark_border_low_white
ZhaomfBF,纡.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/纡.png,0.174232,0.709991,134.279022,0.474330,low_white_high_dark;dark_border_low_white
ZhaomfBF,羅.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/羅.png,0.229731,0.617736,142.174667,0.446987,low_white_high_dark;dark_border_low_white
ZhaomfBF,羽.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/羽.png,0.148089,0.727225,137.385040,0.462054,low_white_high_dark;dark_border_low_white
ZhaomfBF,翔.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/翔.png,0.057109,0.788470,124.944199,0.497768,low_white_high_dark;dark_border_low_white
ZhaomfBF,背.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/背.png,0.367611,0.534399,164.558029,0.354911,low_white_high_dark;dark_border_low_white
ZhaomfBF,脣.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/脣.png,0.243518,0.628144,143.080353,0.439732,low_white_high_dark;dark_border_low_white
ZhaomfBF,脩.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/脩.png,0.158253,0.665707,134.881699,0.470982,low_white_high_dark;dark_border_low_white
ZhaomfBF,舍.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/舍.png,0.264270,0.651761,153.495529,0.399554,low_white_high_dark;dark_border_low_white
ZhaomfBF,若.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/若.png,0.201301,0.651547,140.250000,0.450893,low_white_high_dark;dark_border_low_white
ZhaomfBF,若1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/若1.png,0.250438,0.628592,150.613846,0.410714,low_white_high_dark;dark_border_low_white
ZhaomfBF,莫.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/莫.png,0.128119,0.745257,134.930252,0.470982,low_white_high_dark;dark_border_low_white
ZhaomfBF,藩.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/藩.png,0.234908,0.637969,149.604904,0.415179,low_white_high_dark;dark_border_low_white
ZhaomfBF,袂.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/袂.png,0.197709,0.684809,143.207596,0.439732,low_white_high_dark;dark_border_low_white
ZhaomfBF,袖.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/袖.png,0.187575,0.707136,147.290176,0.424107,low_white_high_dark;dark_border_low_white
ZhaomfBF,袿.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/袿.png,0.135408,0.741978,132.479904,0.482143,low_white_high_dark;dark_border_low_white
ZhaomfBF,襟.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/襟.png,0.262376,0.614303,151.053574,0.408482,low_white_high_dark;dark_border_low_white
ZhaomfBF,言.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/言.png,0.252013,0.661382,153.152908,0.399554,low_white_high_dark;dark_border_low_white
ZhaomfBF,言1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/言1.png,0.114477,0.792236,138.595978,0.457589,low_white_high_dark;dark_border_low_white
ZhaomfBF,詞.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/詞.png,0.312365,0.592983,160.857147,0.370536,low_white_high_dark;dark_border_low_white
ZhaomfBF,賦.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/賦.png,0.226762,0.657795,152.405136,0.402902,low_white_high_dark;dark_border_low_white
ZhaomfBF,賦1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/賦1.png,0.255640,0.609943,146.375000,0.426339,low_white_high_dark;dark_border_low_white
ZhaomfBF,越.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/越.png,0.211236,0.674715,147.513397,0.421875,low_white_high_dark;dark_border_low_white
ZhaomfBF,越1.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/越1.png,0.181785,0.671003,137.175217,0.463170,low_white_high_dark;dark_border_low_white
ZhaomfBF,踊.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/踊.png,0.230887,0.608727,135.834824,0.468750,low_white_high_dark;dark_border_low_white
ZhaomfBF,轅.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/轅.png,0.162722,0.673798,138.491074,0.457589,low_white_high_dark;dark_border_low_white
ZhaomfBF,轘.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/轘.png,0.232133,0.621622,145.649551,0.429688,low_white_high_dark;dark_border_low_white
ZhaomfBF,迅.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/迅.png,0.208775,0.685567,147.994415,0.420759,low_white_high_dark;dark_border_low_white
ZhaomfBF,迴.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/迴.png,0.351812,0.562734,166.294647,0.348214,low_white_high_dark;dark_border_low_white
ZhaomfBF,逝.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/逝.png,0.234539,0.662453,150.678574,0.410714,low_white_high_dark;dark_border_low_white
ZhaomfBF,遂.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/遂.png,0.117307,0.748635,135.694199,0.468750,low_white_high_dark;dark_border_low_white
ZhaomfBF,遊.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/遊.png,0.228879,0.661372,144.755585,0.433036,low_white_high_dark;dark_border_low_white
ZhaomfBF,道.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/道.png,0.154466,0.720434,136.882812,0.464286,low_white_high_dark;dark_border_low_white
ZhaomfBF,還.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/還.png,0.152179,0.741624,143.407364,0.438616,low_white_high_dark;dark_border_low_white
ZhaomfBF,陳.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/陳.png,0.130212,0.749218,138.285721,0.458705,low_white_high_dark;dark_border_low_white
ZhaomfBF,陵.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/陵.png,0.195402,0.679070,142.945312,0.439732,low_white_high_dark;dark_border_low_white
ZhaomfBF,雲.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/雲.png,0.131676,0.702916,133.109375,0.478795,low_white_high_dark;dark_border_low_white
ZhaomfBF,靡.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/靡.png,0.183320,0.668721,140.129471,0.450893,low_white_high_dark;dark_border_low_white
ZhaomfBF,飘.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/飘.png,0.289890,0.565066,153.808029,0.397321,low_white_high_dark;dark_border_low_white
ZhaomfBF,飡.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/飡.png,0.203638,0.690724,137.866074,0.459821,low_white_high_dark;dark_border_low_white
ZhaomfBF,首.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/首.png,0.142757,0.754285,139.861603,0.452009,low_white_high_dark;dark_border_low_white
ZhaomfBF,騰.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/騰.png,0.133540,0.683908,126.464287,0.495536,low_white_high_dark;dark_border_low_white
ZhaomfBF,鯢.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/鯢.png,0.303307,0.578010,160.785721,0.370536,low_white_high_dark;dark_border_low_white
ZhaomfBF,鳴.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/鳴.png,0.149035,0.735820,140.261154,0.450893,low_white_high_dark;dark_border_low_white
ZhaomfBF,黄.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/黄.png,0.238142,0.655293,145.877228,0.428571,low_white_high_dark;dark_border_low_white
ZhaomfBF,齋.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/齋.png,0.218446,0.682244,152.809158,0.401786,low_white_high_dark;dark_border_low_white
ZhaomfBF,龍.png,fontdata_example/font/train/new/ZhaomfBF/images_white_bg_mask_denoised/龍.png,0.159489,0.681989,133.276779,0.477679,low_white_high_dark;dark_border_low_white
ZhaomfJT,亰.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/亰.png,0.103555,0.775575,133.870529,0.475446,low_white_high_dark;dark_border_low_white
ZhaomfJT,仕.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/仕.png,0.256348,0.668527,154.098221,0.397321,low_white_high_dark;dark_border_low_white
ZhaomfJT,以.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/以.png,0.189398,0.750264,144.838165,0.433036,low_white_high_dark;dark_border_low_white
ZhaomfJT,伊.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/伊.png,0.178621,0.736662,141.262283,0.446429,low_white_high_dark;dark_border_low_white
ZhaomfJT,似.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/似.png,0.183504,0.728451,142.554688,0.441964,low_white_high_dark;dark_border_low_white
ZhaomfJT,作.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/作.png,0.206937,0.693574,143.937500,0.436384,low_white_high_dark;dark_border_low_white
ZhaomfJT,兮.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/兮.png,0.061060,0.840731,129.861603,0.491071,low_white_high_dark;dark_border_low_white
ZhaomfJT,其.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/其.png,0.133366,0.770109,135.705353,0.468750,low_white_high_dark;dark_border_low_white
ZhaomfJT,其1.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/其1.png,0.087198,0.785395,126.841515,0.495536,low_white_high_dark;dark_border_low_white
ZhaomfJT,初.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/初.png,0.278141,0.623799,159.375000,0.375000,low_white_high_dark;dark_border_low_white
ZhaomfJT,則.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/則.png,0.116844,0.777877,135.252228,0.470982,low_white_high_dark;dark_border_low_white
ZhaomfJT,動.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/動.png,0.093047,0.759342,119.575905,0.497768,low_white_high_dark;dark_border_low_white
ZhaomfJT,匏.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/匏.png,0.157829,0.695557,134.599335,0.473214,low_white_high_dark;dark_border_low_white
ZhaomfJT,北.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/北.png,0.180998,0.727011,135.517853,0.468750,low_white_high_dark;dark_border_low_white
ZhaomfJT,含.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/含.png,0.345833,0.571244,160.323654,0.372768,low_white_high_dark;dark_border_low_white
ZhaomfJT,域.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/域.png,0.126709,0.747394,137.279022,0.462054,low_white_high_dark;dark_border_low_white
ZhaomfJT,妃.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/妃.png,0.260438,0.650595,155.154022,0.392857,low_white_high_dark;dark_border_low_white
ZhaomfJT,娜.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/娜.png,0.270094,0.605872,151.578125,0.406250,low_white_high_dark;dark_border_low_white
ZhaomfJT,娲.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/娲.png,0.208989,0.681651,146.959824,0.424107,low_white_high_dark;dark_border_low_white
ZhaomfJT,婀.png,fontdata_example/font/train/new/ZhaomfJT/images_white_bg_mask_denoised/婀.png,0.197993,0.678028,147.236603,0.424107,low_white_high_dark;dark_border_low_white
